text,sentiment,labels,ca_related,day,filter_type
MARTINIQUE * FREEDOM FIGHTERS against FRANCE STATE CRIMINALS * 250.000 against FRANCE VACCINE CULTURA IMPERIALISM * GOOD LUCK PATRIOTS https://t.co/6QSI9DB3ZI,neg,covid-controversy,non-ca,29_nov,keyword
Federal judge's ruling halts vaccine mandate for health care workers in Arkansas https://t.co/gOEeNxcBDn,neg,pandemic-legal,non-ca,29_nov,keyword
"Justice Breyer rejects request to block Massachusetts hospital's vaccine mandate.

Bye bye Covid-19 cult followers.

https://t.co/dYz9StSRIK",pos,pandemic-legal,non-ca,29_nov,keyword
"Federal employees who have not complied with the coronavirus vaccine mandate will not face aggressive discipline including unpaid suspensions or firing until at least early next year, according to guidance from the White House sent to unions. https://t.co/3CQ8XHluYV",pos,pandemic-legal,non-ca,29_nov,keyword
"https://t.co/ZQbVLBk2jT
How can they say this has nothing do with the clot-shots when muscle spasms are a KNOWN side effect?!  All of my muscles locked up and I now have increased chronic head pain.  #VaccineSideEffects #vaccinedeaths #VaccineMandates #FauciForPrison",neg,covid-controversy,na,29_nov,keyword
"With a prospective vaccine in the pipeline, hope grows that an effective treatment for Alzheimer’s could become reality https://t.co/fZE4ExmXWd via @GeneticLiteracy",pos,vax-efficiency,na,29_nov,keyword
"A handful of rich states - including the UK - are blocking vaccine IP waivers, hindering a global rollout + prolonging the pandemic. This is racial capitalism in action + it’s deadly.

I spoke to @OwenJones84 about why we must back @peoplesvaccine demands.https://t.co/QEFUkaVFPu",neg,pandemic-logistics,na,29_nov,keyword
For a vaccine that doesn't stop you getting it or spreading it. The gaping holes in their logic is alarming but still we comply. https://t.co/CmeB0Ff2oM,neg,covid-controversy,na,29_nov,keyword
"Did Pfizer Collaborate With The WHO To Punish South Africa For Refusing Shipments Of The Vaccine?

https://t.co/iGYeRCMNBh

#COVID19 #covid #OmicronVariant #covidvariant",neg,pandemic-logistics,non-ca,29_nov,keyword
"12-15 years olds will be offered a second dose of the Pfizer-BioNTech vaccine, no sooner than 12 weeks after their first dose.

This follows the recommendation of the independent Joint Committee on Vaccination and Immunisation.

The NHS will contact you when it is your turn. https://t.co/PFOoYn6h9h",pos,pandemic-logistics,non-ca,29_nov,keyword
"NEWS: Biden says he supports a Covid vaccine patent waiver. But I obtained docs that show, at today's WTO TRIPS Council meeting, the admin failed to take meaningful action to pass such a waiver, &amp; is saying and doing very little to make a waiver a reality. https://t.co/UfF3lI6KGg",neg,pandemic-legal,non-ca,29_nov,keyword
They took me off the schedule today because i won’t get the Covid vaccine and i ain’t! ✌🏾,neg,covid-controversy,na,29_nov,keyword
"If you bought a fake vaccine card for your holiday trip, you are a criminal. Period.

I'm all for freedom of choice but will not stand for fraud and corruption. https://t.co/tq8ouCyD2f",pos,pandemic-logistics,na,29_nov,keyword
Pfizer Hires Lord Biden to do vaccine Infomercial disgusting display of lies HTS 112921 https://t.co/IgcuYIHOiI via @BitChute,neg,covid-controversy,non-ca,29_nov,keyword
I went to school with some. Then the vaccine came out and everyone got it! https://t.co/wuBB6kevPQ,pos,pandemic-logistics,na,29_nov,keyword
"JUST IN - Big Pharma is confident that they can develop a vaccine specifically for the Omicron Variant fairly quickly - Fox Business.

Big Pharma is so Full of Sh*T it Stinks.",neg,covid-controversy,na,29_nov,keyword
"Absolutely insane!
Putting small businesses out of business in short time

https://t.co/X6TRlbtmlj",neg,pandemic-logistics,na,29_nov,keyword
"There are currently 51candidates
Out of which, 10 candidates are in phase 3.
#coronavirus #COVID #Covid-19 #vaccine #vaccines #vaccination
Use #telegram and add bot 'CoronaTrackerNepal_bot' to get details and notifications.

Source: https://t.co/HmUwd0efIQ",neut,pandemic-logistics,na,29_nov,keyword
"The Omicron variant underscores the global stakes of Covid-19 vaccine inequity - STAT

More medical news at https://t.co/pvWdUgzL00
#Epidemiology #MedTwitter #MedEd #MedNews
https://t.co/RZ6aOm96ed",neg,covid-new-variant,non-ca,29_nov,keyword
"Let me put it this way, it's like playing Russian roulette with your life and the lives of your loved ones and everybody else around you. And the long-term effect won't matter if you've already dead. Get the shots and live to argue the long-term effect of the vaccine. https://t.co/vLupjL0MPW",pos,pandemic-logistics,na,29_nov,keyword
What? Where they have been wearing masks and had vaccine passport 🤔 surely not masks work and the app keeps you safe 😂 https://t.co/22VG5yGPxG,neg,covid-controversy,na,29_nov,keyword
And another federal court rules against another Biden vaccine mandate - this time for health-care workers ⁦@carlyweeks⁩ ⁦@theresaboyle⁩ ⁦@DrVivianS⁩ ⁦@SenatorWallin⁩ ⁦@SenatorHousakos⁩ ⁦@Roman_Baber⁩ ⁦ https://t.co/Geo1G07dnP,neg,pandemic-legal,non-ca,29_nov,keyword
The only immunity from Covid jabs was given by @BorisJohnson to the pharmaceutical companies that produce the vaccine. https://t.co/y7uQu4Tphu,neg,vax-efficiency,non-ca,29_nov,keyword
Biden’s Vaccine Mandate for Health-Care Workers Halted by Court (1) https://t.co/IkmDeU6Wzc,neg,pandemic-legal,non-ca,29_nov,keyword
No ONE is vaccinated against the seasonal flu called -19. The jab of goo is not a vaccine and we all know it or should. The left even ruined the word vaccine! No anything as it refers to -19. https://t.co/TNqW8y2vgy,neg,covid-controversy,non-ca,29_nov,keyword
"China's Xi is now taking on everyone by his pledge to donate 1 billion doses of #Covid19 vaccine to african countries. Is that a 10-year plan or what.
Come on.",pos,pandemic-logistics,non-ca,29_nov,keyword
"I agree
PROOF THAT THE PANDEMIC WAS PLANNED &amp; WITH PURPOSE https://t.co/OXr5tImnT8

https://t.co/l0StZWDwpB https://t.co/0xFkzhJ9VV",neg,covid-controversy,na,29_nov,keyword
"Regardless how it was detected, the important issue it was detected and by doing so has revealed that the vaccines are not all that effective in stopping spread. But even more importantly is that the vaccine pps are truly illegitimate means of protection. https://t.co/goRiP3V5yl",neg,covid-controversy,na,29_nov,keyword
Q: What is your risk for developing long COVID? A: Vaccinated people are 47% less likely to develop long COVID. Learn more: https://t.co/svpItgp4HB https://t.co/NSakex9Pzj,pos,vax-efficiency,non-ca,29_nov,keyword
10% of kids aged 5-11 in Waterloo Region have now had a dose of COVID-19 vaccine | https://t.co/s5BcXp5xc6 https://t.co/JXTobXRTVx,pos,pandemic-logistics,ca,29_nov,keyword
"On Omicron, uncertainty, vaccine equity, and the media https://t.co/7E0iszXutD via @cjr",neut,covid-new-variant,na,29_nov,keyword
"The CMS vaccine mandate for healthcare workers has been stayed by a federal court in Missouri which issued a preliminary injunction. If the injunction is appealed it will be heard by the 8th Circuit, which has a conservative majori…https://t.co/xrO8IOYwgy https://t.co/ENXbSIdKbH",neg,pandemic-legal,non-ca,29_nov,keyword
Petition: Fast-track rollout of Covid vaccine in 5-11s post MHRA approval https://t.co/UR5b2u0Bet,pos,pandemic-logistics,na,29_nov,keyword
Don’t fall for this cynical ploy. The implication here is that most parents want &amp; will accept a vaccine for their 5-11 years olds who don’t stand to benefit from said vaccine the way governments and Big Pharma do. Watch that February ‘22 marker get pushed further down the road. https://t.co/IPrADVt0jI,neg,pandemic-logistics,non-ca,29_nov,keyword
Court Blocks Biden Healthcare Worker Vaccine Mandate In 10 States https://t.co/IVwViQoryh,neg,pandemic-legal,non-ca,29_nov,keyword
"Global Unions join Biden, EU Parliament in call for urgent waiver on vaccine patents to tackle dangerous new variants https://t.co/NjTKEUl4p3

Over 200m workers from around the world - this is what #unionsolidarity is all about!",pos,pandemic-legal,non-ca,29_nov,keyword
Pray that others parents of vaccine-injured children will be convicted like this father. Some of them are defending the vaxx in spite of dramatic &amp; life-changing injuries for their children. https://t.co/v46l269rlo,neg,covid-controversy,non-ca,29_nov,keyword
"During our Mobile Vaccine Event, we had kids participate in our #unitedagainsthateweek coloring contest! They are super creative and remarkable! Tomorrow we will announce our winners, so keep a lookout for that phone call.

@lavshate @211lacounty #lavshate https://t.co/ze9cwlvx5f",pos,pandemic-logistics,non-ca,29_nov,keyword
"Where is the action/activity underpinning that oft-heard phrase  ""Nobody is safe until we are all safe""? Extra booster jabs in the UK won't stop variants emerging in countries where vaccine availability is low.",neg,pandemic-logistics,non-ca,29_nov,keyword
".@POTUS is right—vaccinating yourself, your children, and receiving your booster is the best way to remain safe and healthy. Text your zip code to 438829 to find a vaccine provider near you. #Weneedyou https://t.co/ZDFlGkF5Wq",pos,pandemic-logistics,non-ca,29_nov,keyword
State-Level Republicans Prepare Aid for Citizens Unemployed by Vaccine Mandates https://t.co/uYmy33dNRg,pos,pandemic-logistics,non-ca,29_nov,keyword
Looks like markets go up when those in control of resources plan for the worst possible outcomes. Unlike what Republicans advocate. “It’s just another flu like illness” when they KNOW it’s much worse and 10X as deadly.  https://t.co/aE5dq9epym,neut,pandemic-logistics,non-ca,29_nov,keyword
"#Republican Rep. Nancy Mace - Dismisses Vaccine on Fox &amp; then Praises It on #CNN
A Breathtaking Flip Flop
#Republicans OK telling people what they want to hear or LYING to #Americans. If they LIE about #COVID19 - What else are they LYING to You About
https://t.co/kwr3iGiERc",neg,covid-controversy,non-ca,29_nov,keyword
"Important: Betwn
#COVID19 Announcement 30/01/2020
&amp;
#Omicron variant announc. 26/11/2021
.
666 days ..
.
Dont miss this ..
.
#covidvariant #Corona #Vaxxed #NoVaccinePassports #OmicronVariant #ThirdWave #ENHYPEN #tellonym #İstanbul #PTD_ON_STAGE_LA_Day2 #LiSA #HalaMadrid #vaccine",neut,covid-new-variant,non-ca,29_nov,keyword
"When it comes to prostituting yourself out for money some people are willing to do just about anything!

Republican Dismisses Vaccine on Fox News, Praises It on CNN in Breathtaking Flip Flop https://t.co/d9ZtaDmEdB via @Yahoo",neg,pandemic-logistics,non-ca,29_nov,keyword
Put the vaccine in a vape and I bet the whole country will be vaccinated in a week.💯,pos,pandemic-logistics,na,29_nov,keyword
"Chinese President Xi says Beijing will sent 1 billion #COVID19 vaccine doses to Africa to help continent contain rising infection rates sparked by highly transmissible omicron variant
https://t.co/HjGmg7nVKA",pos,pandemic-logistics,non-ca,29_nov,keyword
"Vaccine ye ke a e belaela, 3 beers I am already speaking good English Marr, since vaccination ga di mpone 🤦🏾‍♂️",neg,covid-controversy,na,29_nov,keyword
"So this is the first time in history that a so called vaccine needs boosting every 3 months.
At what point are the jabbed going to admit they have been conned ? It neither stops you getting the virus or stops you transmitting it. Therefore it cannot create herd immunity. https://t.co/MY1z2yHMWs",neg,covid-controversy,na,29_nov,keyword
Winnipeg First Responders Stand for Freedom - A 10-year police veteran warns that we're heading down a “dark path” as we continue to accept pandemic rules without question. #vaccine #covid19 #cdnpoli #NoMandates https://t.co/NDcxYdBizF,neg,pandemic-logistics,non-ca,29_nov,keyword
"WTAF! Patent just been granted which people need to see 👀

#freedom #patent #covid #vaccine #Omicron https://t.co/3EIU7DrZ6e",neg,covid-controversy,na,29_nov,keyword
"New variant oh please stop!!! This is just to push the booster and to push the vaccine on children. No Joe, the vaccine does not prevent people from getting the virus or from spreading it. This is treatable with proven and safe medicines.",neg,covid-controversy,non-ca,29_nov,keyword
"After my children have received their 2nd Covid vaccine, they are 90.7% less likely of contracting the disease than their gun-toting, Fox News-obsessed uncle who would rather listen to “friends” than highly praised infectious disease doctors. But we’re wrong https://t.co/SXojV8DdJa",pos,vax-efficiency,na,29_nov,keyword
"Russia starts developing new Covid-19 vaccine against Omicron variant
#OmicronVariant #Russia #COVID19 https://t.co/P493TCW0FQ",pos,pandemic-logistics,non-ca,29_nov,keyword
"One of the things they did to ""sell"" the jabs in NI to parents in the jab literature was to say that most cases of myocarditis in kids was seen after a 2nd dose of the vaccine and that it was recommended that kids only get one.
Awkward! https://t.co/y3owtpcbwD https://t.co/ocSFrBucAg",neg,covid-controversy,na,29_nov,keyword
